"name","lat","lon","gasoA","gasoB","gas95","gas98","id"
"PETRONOR",42.857472,-2.721583,1.179,,1.269,1.369,136
"REPSOL",42.852722,-2.632167,1.189,,1.269,1.369,131
"EDP",42.860083,-2.703306,,,,,13549
"CEPSA ",42.818944,-2.778694,1.219,,1.299,1.429,42
"IBAIA ENERGY",42.829528,-2.722278,1.089,,1.219,,41
"AVIA",42.895667,-2.702278,1.189,,1.269,1.369,3
"REPSOL",42.878694,-2.714472,1.219,0.893,1.299,1.429,49
"REPSOL",42.877139,-2.712472,1.219,0.903,1.299,1.429,48
"REPSOL",42.966472,-2.873583,1.219,,1.309,1.449,105
"PETRONOR",42.966111,-2.870083,1.219,,1.309,1.449,104
"CEPSA",42.961583,-2.827722,1.199,,1.275,1.39,120
"Nº 10.935",39.211417,-1.539167,1.189,0.749,1.253,,4375
"REPSOL",39.100389,-1.346083,1.199,,1.279,1.459,5122
"SHELL",39.054694,-1.832,1.189,0.775,1.249,1.375,12054
"CARREFOUR",38.985667,-1.8685,1.179,,1.269,1.379,10765
"GHC ",39.000861,-1.849833,1.089,,1.199,,13933
"TAMOS",39.003333,-1.864917,1.199,,1.279,1.399,4369
"CEPSA",39.005083,-1.859917,1.209,,1.279,1.409,14123
"REPSOL",38.999722,-1.854556,1.219,,1.279,1.419,5195
"CEPSA",38.98925,-1.849028,1.219,,,1.409,5313
"LA PULGOSA",38.963972,-1.875944,1.187,,1.287,1.377,4372
"REPSOL",38.988111,-1.883694,1.209,,1.289,1.419,5222
"REPSOL",38.925833,-2.031861,1.219,0.915,1.319,1.455,5116
"REPSOL",39.027778,-1.892972,1.219,,1.305,1.445,5208
"REPSOL",39.012583,-1.874972,1.219,,1.279,1.419,5191
"EROSKI",38.988972,-1.847361,1.069,,1.179,1.289,4428
"REPSOL",39.033139,-1.845083,1.219,,1.269,1.409,5289
"INPEALSA",38.982167,-1.853306,1.149,,1.249,,4416
"INPEALSA",38.998222,-1.869889,1.149,,1.249,,4415
"REPSOL",38.994667,-1.871722,1.209,,1.279,1.409,5245
"PETROCAMP",38.985194,-1.866806,1.139,,,,5318
"CEPSA",38.984139,-1.847083,1.219,,1.289,,4795
"INPEALSA",38.929389,-1.831639,1.149,,1.249,,5129
"CEPSA",38.970167,-1.919778,1.229,,1.293,1.408,11048
"REPSOL",38.900944,-1.994028,1.219,0.898,1.269,1.389,5272
"LOZANO",38.867556,-1.9205,1.167,0.735,1.257,1.357,4394
"CEPSA",38.923889,-1.915694,1.224,,1.294,1.402,4797
"LOS ANGELES DE LA MANCHA, S.L.",38.971722,-1.845278,1.219,,1.279,1.419,9546
"LOS ANGELES DE LA MANCHA",38.971778,-1.845306,1.219,,1.279,1.419,11297
"REPSOL",39.031528,-1.891361,1.249,,1.309,1.449,11087
"CEPSA",39.015444,-1.871361,1.219,,1.279,1.419,13620
"ENERCOM CARBURANTES",39.018,-1.874333,1.179,,1.249,1.369,12801
"AB OIL",39.021778,-1.886278,1.128,,1.229,1.339,4413
"INLOCOR S.L. ""CEPSA""",38.998111,-1.831611,1.219,0.889,1.289,1.409,4790
"ALCAMPO",39.009639,-1.878111,1.039,,1.149,1.259,9601
"BENZINUM",39.060639,-1.836806,1.129,,1.229,,13852
"FAST & GAS",39.009417,-1.885694,1.129,,1.219,,12763
"GMOIL",39.022139,-1.882056,1.039,,1.149,,13369
"INPEALSA",39.016361,-1.893944,1.149,,1.249,,4417
"VALERO 24H",39.021583,-1.886556,1.129,,1.219,,13930
"E.S.",39.012472,-1.889417,1.109,,,,10129
"CEPSA",39.060528,-1.933056,1.234,,1.306,1.421,5174
"CEPSA",39.059806,-1.93325,1.236,,1.299,1.414,5173
"CEPSA",38.646833,-1.978917,1.229,0.849,1.299,,4794
"EL JUCAR",39.203167,-1.433222,1.209,,1.299,,8097
"CAMPSA",38.673111,-2.492222,1.209,,1.279,1.419,5241
"REPSOL",38.808528,-2.327639,1.209,,1.279,1.419,5134
"REPSOL",38.874583,-1.100528,1.229,,1.279,1.419,4877
"SHELL",38.875028,-1.17575,1.219,,1.309,1.449,4383
"CEPSA",38.879167,-1.098889,1.229,,1.293,1.408,4872
"CEPSA",38.878278,-1.143722,1.229,,1.309,1.424,4799
"GASÓLEOS S. ALMANSA",38.874083,-1.089278,1.149,,,,11931
"CEPSA",38.859944,-1.08475,1.229,,1.293,,4788
"CEPSA",38.871556,-1.108,1.229,,1.293,,4798
"GASOLINERA LOW COST PENADES",38.850278,-1.027694,1.145,0.774,1.235,,14129
"E.S. BALAZOTE S.L.",38.878028,-2.150639,1.209,0.855,1.289,,4396
"E.S. BARRAX S.L.",39.043139,-2.195139,1.209,0.855,1.289,1.395,4399
"COABA",39.051236,-2.192996,1.112,0.698,,,9254
"MEROIL",38.516417,-2.617667,1.158,,1.267,,11364
"REPSOL",38.876111,-1.331611,1.249,,1.309,1.449,5269
"REPSOL",38.875861,-1.3315,1.249,,1.309,1.449,5268
"CAMPSA",38.953361,-2.535056,1.219,0.899,1.279,1.419,5282
"GASOLINERAS DEL REY",39.100792,-1.560857,1.209,0.75,1.289,,4390
"CARMONED",39.283944,-1.477806,1.199,0.829,1.289,1.409,5204
"REPSOL",38.756417,-0.955833,1.249,0.895,1.309,1.449,4820
"GALP",38.708944,-0.982111,1.179,,1.279,1.429,5323
"PARGA I",38.727472,-0.943,1.199,,1.315,1.455,5142
"TRANSPORTES CAUDETE",38.710861,-0.974778,1.132,0.833,,,12471
"REPSOL",38.937583,-1.758,1.249,,1.309,1.449,5170
"REPSOL",38.938611,-1.757611,1.249,,1.309,1.449,5171
"PETRONOR",38.915972,-1.726278,1.219,,1.269,1.389,5230
"REPSOL",38.803389,-1.731861,1.209,,1.269,1.393,5196
"CEPSA",38.898306,-1.502806,1.239,,1.309,1.439,4800
"CEPSA",38.921583,-1.583694,1.234,,1.306,,4786
"CAMPSA",38.451306,-2.044778,1.219,0.899,1.279,1.419,5255
"Nº 7374",38.689833,-1.433306,,0.739,1.289,1.399,4422
"ES SAN ANTONIOABAD. FUENTEALBILLA",39.269972,-1.548639,1.119,0.729,1.229,,4403
"CAMPSA",39.107667,-1.990194,1.219,,1.279,1.399,5237
"REPSOL",39.086278,-1.963944,1.249,,1.309,1.449,4841
"CEPSA",39.238111,-1.635111,1.209,,1.295,1.409,4789
"GALP",38.46425,-1.596722,1.209,,1.289,1.429,10575
"BP",38.511222,-1.696972,1.219,,1.279,1.419,4423
"REPSOL",38.502889,-1.714556,1.229,,1.289,1.429,4806
"PETRONOR",38.506806,-1.687833,1.229,,1.289,1.429,4831
"REPSOL",38.524444,-1.703056,1.229,,1.289,1.429,5135
"HELLIN GAS S.L.",38.495972,-1.636389,1.099,0.899,1.289,1.429,11181
"CEPSA",38.417306,-1.571667,1.229,,1.293,1.408,5312
"IDS",38.545111,-1.705389,1.254,,,,11142
"PETRONOR",38.641722,-1.844139,1.137,0.769,1.267,,5113
"PETROGAS",38.532389,-1.694889,1.118,,1.208,,13229
"MULTSER-OIL",38.502528,-1.677694,1.118,,1.208,,14148
"CARBURANTES GARCIA LOZANO",38.528306,-1.706972,1.199,,1.245,,4869
"E.S. MADRIGUERAS ",38.526528,-1.708944,1.159,,,,10171
"REPSOL",38.491861,-1.741111,1.229,0.899,1.289,1.429,5163
"E.S. SIERRA DEL SEGURA",38.356556,-2.111056,1.185,0.833,1.254,1.387,4393
"E.S. VIRGEN DE LA CRUZ",38.948472,-2.354861,1.209,,1.299,,4371
"REPSOL",39.233056,-1.799472,1.209,0.904,1.269,1.409,5232
"E.S. MADRIGUERAS",39.226611,-1.800611,1.149,,1.259,,10983
"REPSOL",39.276056,-2.330333,1.209,0.809,1.289,1.429,5277
"LOS CORRALES",38.785917,-1.33025,1.199,,1.289,,5202
"MONTGASOLEOS",38.79725,-1.31675,1.139,,1.129,,9312
"INPEALSA",39.043806,-2.485028,1.149,,1.249,,5213
"CAMPSA",38.151167,-2.293444,1.219,0.899,1.279,1.419,5265
"CAMPSA",38.622944,-1.497667,1.219,0.899,1.279,1.403,10619
"ONTALBA S. COOP DE C-LM",38.609556,-1.508333,1.06,0.69,,,11340
"REPSOL",38.967167,-2.7515,1.219,0.899,1.279,1.419,5270
"CEPSA",38.828806,-1.553694,1.229,0.839,1.293,,4791
"E.S. LEDAÑA ",38.805278,-1.736389,1.129,,,,11977
"REPSOL",38.717556,-1.91075,1.229,0.842,1.299,,5238
"SAT SANTA CRUZ DE POZO LORENTE",39.081278,-1.512611,1.099,0.699,,,12334
"INLOCOR S.L.",38.804722,-2.098778,1.219,0.889,1.279,1.399,4410
"CEPSA",38.493528,-2.411444,1.229,,1.293,1.408,4793
"CANOIL",38.771194,-2.450028,1.189,,1.259,,4370
"CEPSA",39.212861,-2.171778,1.229,,1.293,1.408,11279
"GALP",39.225,-2.186083,1.239,,1.299,1.405,5316
"GALP",39.143972,-2.05125,1.239,,1.299,1.405,5317
"REPSOL",39.201667,-2.149,1.219,,1.279,1.379,4894
"CAMPSA",39.213722,-2.156667,1.219,,1.279,1.379,5162
"REPSOL",39.212972,-2.166444,1.249,,1.309,1.449,11427
"CASA JUANITO RESTAURANTE",39.212361,-2.171028,1.229,,1.302,,4891
"GASPLAY",39.218389,-2.158028,1.109,,1.199,,13480
"NAVARRO Y VALERO, S.L",38.331361,-1.981861,1.209,0.899,1.279,1.419,4392
"REPSOL",39.25975,-1.911389,1.209,,1.269,,5284
"LA GAVIOTA GASOLINERAS",39.256194,-1.912194,1.092,,1.182,,12953
"REPSOL",38.602278,-1.680917,1.219,0.899,1.299,1.429,5219
"E.S. TOBARRA",38.594639,-1.685417,1.209,,1.299,1.429,11399
"NTRA. SRA. DE LA ENCARNACION",38.601722,-1.680833,1.089,,1.189,,13778
"SAN ROQUE DE TOBARRA S. COOP. DE C-LM",38.603306,-1.694083,1.105,0.77,,,12786
"Nº 15.526",39.131944,-1.679528,1.209,0.849,1.289,1.38,4391
"RESTAURANTE LAS POLAS",39.302389,-2.067639,1.139,,1.239,,4895
"REPSOL",39.366861,-1.592778,1.219,0.871,1.279,1.419,5258
"REPSOL",38.581722,-2.626222,1.219,0.889,1.319,1.399,4893
"ESTACIÓN DE SERVICIO AVENIDA DEL OESTE",39.27225,-2.617083,1.179,0.889,1.296,1.389,4368
"REPSOL",39.278222,-2.602028,1.199,0.909,1.279,1.389,5305
"VEN Y VEN OIL",39.276944,-2.590028,1.149,,1.249,1.329,12015
"REPSOL",39.257528,-2.613778,1.209,0.9,1.269,1.369,5123
"CEPSA",39.198,-2.713722,1.229,0.929,1.293,1.408,5184
"CARREFOUR",39.285722,-2.579639,1.169,,1.259,1.369,4442
"BP OIL ESPAÑA, S.A.",39.277056,-2.591722,1.189,,1.279,1.379,11976
"REPSOL",39.293722,-2.567139,1.209,,1.269,1.369,5167
"CEPSA",39.205194,-2.708528,1.229,,1.293,1.408,12146
"REPSOL",39.258778,-2.586778,1.239,,1.296,1.409,11797
"GALP",39.272056,-2.594111,1.144,,1.254,,5327
"CEPSA",39.261472,-2.599417,1.23,0.886,1.299,,4785
"CAMPSA",38.368278,-2.30225,,0.899,,,4439
"CEPSA",38.368667,-2.314667,1.229,,1.293,,4796
"GALP",38.408861,-0.599444,1.274,,1.364,1.479,11305
"GALP",38.406528,-0.599972,1.274,,1.364,1.479,11306
"VALCARCE",38.429417,-0.66225,1.229,0.843,1.315,1.414,9478
"PETRONOR",38.434417,-0.63725,1.205,0.909,1.315,,3683
"REPSOL",38.165222,-0.89475,1.219,0.899,1.329,1.429,3588
"REPSOL",38.199417,-0.848722,1.219,,1.329,1.429,3589
"REPSOL",38.175028,-0.854056,1.229,0.899,1.329,1.429,3692
"CEPSA",38.199389,-0.848833,1.219,0.899,1.329,,3565
"PETROMAX",38.689389,-0.480139,1.119,,1.229,1.369,14115
"SHELL",38.688639,-0.479611,1.155,,1.276,1.416,9298
"MAS OIL ALCOY",38.689083,-0.479694,1.149,,1.259,,13370
"REPSOL",38.714361,-0.462528,1.199,,1.319,1.459,3475
"GALP",38.695083,-0.477972,1.099,,1.214,1.354,3713
"GALP",38.683389,-0.471306,1.149,,1.264,1.404,3728
"PETRONOR",38.691889,-0.489611,1.199,,1.319,1.459,3586
"REPSOL",38.70875,-0.472556,1.199,,1.319,1.459,11428
"ARBIT",38.581361,-0.105389,1.128,,1.228,1.428,3623
"GALP",38.567722,-0.082972,1.194,,1.284,1.45,3733
"BP",38.058389,-0.746611,1.205,,1.305,1.447,11929
"CEPSA",38.339222,-0.998222,1.209,0.879,1.305,,3416
"LOW GAS PLUS",38.463056,-0.471417,1.076,,1.174,1.35,3724
"LOW GAS PLUS",38.462833,-0.470139,1.076,,1.174,1.35,3723
"REPSOL",38.351361,-0.487472,1.199,,1.325,,3643
"BP OIL ESPAÑA",38.359278,-0.466972,1.209,,1.309,1.451,10940
"BP OIL ESPAÑA",38.359667,-0.467361,1.209,,1.309,1.451,10941
"REPSOL",38.357,-0.47675,1.199,,1.325,,3673
"SHELL",38.374139,-0.506833,1.137,,1.255,1.399,8379
"REPSOL",38.370222,-0.4975,1.195,,1.309,1.449,3550
"REPSOL",38.375333,-0.499444,1.195,,1.309,1.449,12283
"REPSOL",38.376194,-0.508861,1.195,,1.309,1.449,3690
"GM OIL",38.377722,-0.504722,1.049,,1.149,,12649
"CEPSA",38.355528,-0.487889,1.219,,1.313,,3431
"REPSOL",38.364222,-0.494306,1.195,,1.309,,10245
"REPSOL",38.358556,-0.483944,1.199,,1.325,1.465,3593
"CEPSA",38.375111,-0.486944,1.219,,1.309,1.424,3421
"ALCAMPO",38.370694,-0.466806,1.049,,1.149,1.29,13283
"CEPSA",38.363639,-0.434556,1.219,,1.309,1.424,3417
"VISTAHERMOSA",38.375472,-0.453806,1.209,,1.309,1.451,3603
"GALP",38.37,-0.446667,1.209,,1.309,1.429,8300
"LA GOTETA",38.355389,-0.472306,1.209,,1.309,1.424,3580
"CAMPSA",38.378083,-0.488194,1.185,,1.295,1.435,3695
"REPSOL",38.401,-0.47775,1.195,,1.319,1.459,3470
"AVANZA",38.383583,-0.48975,1.087,,1.166,,13568
"E.S. REJAS VERDES",38.370083,-0.486611,1.198,,1.297,1.44,10710
"GASEXPRESS",38.375972,-0.498972,1.077,,1.167,,13572
"PETROPRIX",38.376944,-0.499722,1.067,,1.157,,13585
"FEROYL",38.385639,-0.449972,1.199,,1.299,1.429,13759
"REPSOL",38.38625,-0.447417,1.219,,1.325,1.465,3680
"PETRONOR",38.344944,-0.523167,1.199,,1.315,1.425,3684
"CONFORT AUTO",38.344,-0.524194,1.179,,1.275,1.375,11716
"BALLENOIL",38.345056,-0.522278,1.129,,1.229,,13593
"PETROALACANT",38.34825,-0.555389,1.174,0.825,1.264,1.374,9191
"CEPSA",38.343611,-0.545111,1.219,,1.309,,3406
"SHELL",38.345583,-0.517889,1.179,,1.269,1.409,9119
"GALP",38.330583,-0.5135,1.189,,1.279,1.399,3729
"CEPSA",38.337778,-0.500389,1.219,,1.309,1.424,3412
"TAMOIL",38.335861,-0.512472,1.168,,1.268,1.368,3731
"PETROPRIX",38.303611,-0.521389,1.108,,1.188,,13584
"GALP",38.34525,-0.520556,1.179,,1.269,1.389,3727
"PETRO ALACANT",38.344917,-0.518333,1.174,,1.264,1.374,12485
"GALP",38.337778,-0.523139,1.189,,1.279,1.409,3749
"CEPSA",38.338611,-0.516,1.219,,1.309,1.424,9302
"CARREFOUR",38.340028,-0.51775,1.169,,1.259,,12961
"CEPSA",38.344139,-0.538472,1.219,0.839,1.309,1.424,3446
"PETRONOR",38.342361,-0.607083,1.185,,1.299,1.439,3660
"REPSOL",38.4115,-0.565444,1.205,,1.315,1.425,9455
"REPSOL",38.411,-0.565972,1.145,,1.255,1.405,1893
"ATALAYAS",38.338278,-0.566472,1.219,,1.315,,3453
"CEPSA",38.339667,-0.564806,,,,,12578
"CEPSA",38.123556,-0.781806,1.219,0.852,1.309,1.424,3410
"LAS MAROMAS",38.099361,-0.796528,1.159,0.849,1.259,1.349,9613
"GALP",38.115139,-0.78875,1.175,,1.283,1.349,3721
"REPSOL",38.104778,-0.797083,1.219,0.889,1.329,1.439,9717
"CAMPSA EXPRESS",38.103833,-0.781472,1.175,,1.285,1.409,3514
"REPSOL",38.605917,-0.078472,1.189,,1.319,1.459,3484
"GALP",38.593222,-0.054917,1.179,,1.289,1.409,3712
"REPSOL",38.604722,-0.048611,1.189,,1.319,1.459,3402
"REPSOL",38.586556,-0.064694,1.189,,1.319,1.459,3517
"CEPSA ELF",38.62675,-0.0385,1.219,,1.316,1.431,3444
"CEPSA ESPAÑA S.A.",38.354028,-0.772639,1.219,,1.309,1.424,1943
"CONFORT AUTO",38.358167,-0.770917,1.189,,1.295,1.409,11718
"REPSOL",38.336722,-0.774111,1.209,0.899,1.309,1.439,3542
"BP",38.325917,-0.767139,1.209,,1.315,1.451,10582
"GALP ",38.356306,-0.772361,1.139,,1.249,,12853
"LEVANTINA",38.356139,-0.770417,1.209,,1.315,,11522
"MARTI SERRA, S.A.",38.3555,-0.772833,1.139,,1.239,,3649
"BAÑERES",38.720111,-0.671194,1.139,,1.229,1.319,3663
"REPSOL",38.715917,-0.664056,1.205,,1.305,,3405
"ESTACIONES DE SERVICIO DIEGO S.L.",38.698,-0.771194,1.109,0.73,1.209,1.25,10302
"COOPERATIVA DIVINA AURORA",38.701889,-0.76775,1.129,0.748,1.229,,1907
"REPSOL",38.076944,-0.843056,1.219,0.899,1.319,1.379,3574
"GALP",38.533639,-0.16225,1.184,,1.274,1.44,3716
"GALP",38.557694,-0.1015,1.194,,1.284,1.45,3429
"REPSOL",38.559583,-0.134444,1.205,,1.315,1.435,11766
"BP BENIDORM",38.544194,-0.11925,1.204,,1.319,1.461,3632
"GALP",38.558056,-0.101917,1.194,,1.284,1.45,3430
"EUROBENIDORM",38.543139,-0.102722,1.204,,1.319,1.461,3598
"LA ISLETA",38.541722,-0.134139,1.204,,1.319,1.461,1896
"(SIN RÓTULO)",38.698833,-0.386472,1.185,0.889,1.305,,1892
"MEROIL",38.726757,0.076579,1.169,,1.269,1.459,3393
"BP",38.718139,0.060194,1.209,,1.315,1.459,8795
"GASEXPRESS",38.677722,0.105778,1.149,,1.259,,13780
"ROSELLO",38.718611,0.059389,1.128,,1.227,,13579
"MASOIL",38.719222,0.060556,1.149,,1.259,,13381
"REPSOL",38.713389,0.046556,1.215,,1.315,,3526
"(SIN RÓTULO)",38.738972,0.152139,1.169,,1.289,1.419,8349
"REPSOL",38.630583,-0.786556,1.209,0.839,1.309,1.439,3458
"CEPSA",38.059194,-0.885222,1.219,,1.329,1.429,3445
"BIGASOIL",38.059056,-0.884611,1.099,,1.209,,13879
"ATLANTIS EXPRESS",38.477806,-0.424194,1.189,,1.289,,13006
"BP OIL ESPAÑA, S.A.U.",38.12775,-0.861861,1.199,,1.305,1.429,12401
"REPSOL",38.125694,-0.867333,1.199,,1.299,1.429,12442
"PETRONOR",38.143139,-0.927583,1.229,,1.329,1.439,3575
"REPSOL",38.6495,-0.121194,1.239,0.893,1.339,1.453,3669
"SARAS ENERGIA ",38.646306,0.040556,1.149,,1.259,1.439,1960
"CALPE AUTOMOCION",38.653028,0.037306,1.209,,1.315,1.459,3639
"DRZ",38.645702,0.052301,1.165,,1.291,1.449,1906
"REPSOL",38.645444,0.050278,1.209,,1.317,1.459,3512
"AUTOFUEL LOW COST",38.64575,0.051139,1.129,,1.239,,13958
"GASEXPRESS",38.646306,0.04175,1.129,,1.239,,13667
"CALPE AUTOMOCION II",38.652972,0.037806,1.139,,1.259,1.419,9245
"GALP",38.418806,-0.393167,1.189,,1.289,1.399,1941
"PETRONOR",38.450167,-0.373611,1.219,,1.309,1.429,3567
"REPSOL",38.450278,-0.374361,1.219,,1.309,1.429,3568
"CAMPELLO-LA GOTETA 2",38.424083,-0.401389,1.209,,1.309,1.425,3665
"SHELL",38.430639,-0.399389,1.209,,1.309,1.429,9651
"REPSOL-RIO SECO",38.424639,-0.406444,1.209,,1.309,,3570
"REPSOL",38.57825,-0.654917,1.209,0.839,1.309,1.445,11545
"REPSOL",38.600944,-0.669611,1.205,,1.325,1.465,3675
"MASOIL",38.596361,-0.663889,1.149,,1.259,,14136
"BRIOGAS",38.167583,-0.803306,1.209,0.819,1.299,1.369,1914
"GASEXPRESS",38.148111,-0.828444,1.099,,1.209,,10306
"REPSOL",38.738722,-0.439694,1.199,,1.319,1.459,3647
"REPSOL",38.717889,-0.45775,1.199,,1.319,1.459,3476
"GALP",38.715472,-0.463639,1.149,,1.264,1.404,3715
"SHELL",38.733333,-0.441806,1.109,,1.229,,13901
"CARREFOUR",38.730639,-0.443278,1.149,,1.259,1.429,11117
"GALP",38.715167,-0.463167,1.099,,1.214,,3714
"REPSOL",38.147139,-0.889278,1.209,,1.309,1.449,3577
"BP OIL ESPAÑA, S.A.U.",38.143889,-0.898861,1.199,,1.305,1.429,3711
"PEPE RAMON",38.141528,-0.899639,1.169,,,,10090
"MOSCARDÓ",38.248694,-0.797861,1.205,,1.309,1.409,8346
"MOSCARDÓ",38.249167,-0.798056,1.205,0.833,1.309,1.409,8347
"REPSOL",38.227222,-0.822528,1.199,0.899,1.309,1.449,3668
"REPSOL",38.196472,-0.812333,1.225,,1.315,1.455,3700
"REPSOL",38.193028,-0.812639,1.225,,1.315,1.455,3701
"REPSOL",38.233111,-0.791083,1.229,,1.329,1.429,3478
"CEPSA",38.244333,-0.797861,1.199,,1.309,1.429,10728
"H.C.",38.231556,-0.81975,1.199,,1.309,,3686
"REPSOL",38.839583,0.098194,1.225,,1.325,1.425,3541
"GALP",38.839,0.094417,1.174,,1.294,1.434,3725
"SARAS ENERGIA ",38.836917,0.095056,1.169,,1.269,1.389,1957
"BP",38.832667,0.102111,1.209,,1.319,1.439,13036
"REPSOL COMERCIAL",38.835694,0.09375,1.21,,1.315,,12469
"TECKMAR",38.837306,0.084556,1.148,,1.258,,13231
"SHELL",38.834083,0.113222,1.129,,1.251,,13558
"MOSCARDÓ",38.848333,0.099722,1.209,,1.319,1.429,8348
"REPSOL",38.139722,-0.774889,1.219,,1.319,1.449,3518
"MAYAYO",38.131278,-0.775194,1.169,0.799,1.249,1.339,1895
"CEPSA",38.140889,-0.748556,1.219,0.852,1.309,1.424,3438
"CEPSA",38.2725,-0.690833,1.201,,1.308,1.459,1880
"REPSOL",38.269472,-0.682194,1.209,,1.319,1.459,3621
"CONFORT AUTO",38.296528,-0.614861,1.195,,1.299,1.419,11715
"BETA ",38.269944,-0.67075,1.215,,1.315,1.449,3562
"SHELL",38.298056,-0.614472,1.205,,1.315,1.445,8306
"NUEVA MULTI LC",38.297111,-0.615389,1.149,,1.259,,10312
"GALP",38.278972,-0.719639,1.199,,1.309,1.459,3726
"LA GALIA (HNOS AZORIN)",38.283139,-0.684083,1.202,,1.313,1.466,3615
"ABIERTO (SERVICIO ATENDIDO)",38.29325,-0.675417,1.199,,1.309,1.455,1882
"EROSKI",38.263222,-0.721917,1.107,,1.207,1.3,1947
"CARREFOUR",38.258583,-0.73025,1.179,,1.289,1.449,11118
"CEPSA",38.258694,-0.734333,1.169,,1.259,1.374,3709
"BP",38.264139,-0.72375,1.202,,1.313,1.466,12276
"GALP",38.260389,-0.71825,1.199,,1.309,1.459,3748
"EL CANARI",38.263583,-0.7235,1.089,,1.19,,13600
"GASOLINERA D'ELX (S. ATENDIDO)",38.261444,-0.717444,1.118,,1.219,,13870
"E.S. PLUSOIL",38.261528,-0.718056,1.105,,1.205,,13648
"REPSOL",38.251028,-0.698306,1.209,,1.319,1.459,3685
"REPSOL",38.257917,-0.678278,1.205,,1.309,1.445,3691
"REPSOL",38.278306,-0.716694,1.209,,1.319,1.459,3555
"GALP",38.282778,-0.721944,1.199,,1.309,1.459,9392
"GASOLINERA D'ELX (S. ATENDIDO)",38.277806,-0.718417,1.118,,1.219,1.33,12301
"PLENOIL",38.281083,-0.713389,1.087,,1.187,,14094
"REPSOL",38.300917,-0.740722,1.209,,1.319,,3466
"PETROPRIX",38.283917,-0.714278,1.079,,1.178,,13586
"GALP",38.261861,-0.708806,1.219,,1.329,1.479,3742
"SHELL",38.2525,-0.703056,1.185,,1.304,1.444,1935
"GALP",38.307972,-0.60625,1.234,,1.324,1.424,8304
