"name","lat","lon","gasoA","gasoB","gas95","gas98","id"
"CEPSA ",42.818944,-2.778694,1.179,,1.285,1.405,42
"CEPSA",42.845639,-2.741917,1.156,,1.259,,11090
"IBAIA ENERGY",42.829528,-2.722278,1.069,,1.189,,41
"AVIA",42.895667,-2.702278,1.155,,1.259,1.359,3
"REPSOL",42.877139,-2.712472,1.169,0.86,1.285,1.405,48
"REPSOL",42.878694,-2.714472,1.169,0.85,1.285,1.405,49
"REPSOL",42.966472,-2.873583,1.169,,1.259,1.379,105
"PETRONOR",42.966111,-2.870083,1.169,,1.259,1.379,104
"CEPSA",42.961583,-2.827722,1.165,,1.269,1.384,120
"Nº 10.935",39.211417,-1.539167,1.149,0.669,1.223,,4375
"REPSOL",39.100389,-1.346083,1.189,,1.289,,5122
"SHELL",39.054694,-1.832,1.169,0.769,1.249,1.348,12054
"CARREFOUR",38.985667,-1.8685,1.149,,1.249,1.369,10765
"GHC ",39.000861,-1.849833,1.079,,1.189,,13933
"TAMOS",39.003333,-1.864917,1.159,,1.229,1.359,4369
"REPSOL",38.999722,-1.854556,1.179,,1.249,1.389,5195
"CEPSA",38.98925,-1.849028,1.199,,,1.399,5313
"REPSOL",38.925833,-2.031861,1.189,0.875,1.299,1.445,5116
"REPSOL",38.988111,-1.883694,1.189,,1.269,1.399,5222
"INPEALSA",38.998222,-1.869889,1.109,,1.219,,4415
"CEPSA",38.984139,-1.847083,1.199,,1.265,,4795
"REPSOL",39.027778,-1.892972,1.199,,1.275,1.375,5208
"REPSOL",38.994667,-1.871722,1.179,,1.269,1.389,5245
"LA PULGOSA",38.963972,-1.875944,1.107,,1.277,1.377,4372
"REPSOL",39.033139,-1.845083,1.179,,1.249,1.389,5289
"EROSKI",38.988972,-1.847361,1.059,,1.169,1.289,4428
"REPSOL",39.012583,-1.874972,1.179,,1.249,1.389,5191
"INPEALSA",38.982167,-1.853306,1.109,,1.219,,4416
"PETROCAMP",38.985194,-1.866806,1.089,,,,5318
"INPEALSA",38.929389,-1.831639,1.099,,1.209,,5129
"CEPSA",38.970167,-1.919778,1.209,,1.289,1.409,11048
"REPSOL",38.900944,-1.994028,1.179,0.855,1.249,1.379,5272
"LOZANO",38.867556,-1.9205,1.147,0.68,1.237,1.347,4394
"CEPSA",38.923889,-1.915694,1.209,,1.289,1.402,4797
"ENERCOM CARBURANTES",39.018,-1.874333,1.139,,1.219,1.359,12801
"ALCAMPO",39.009639,-1.878111,1.029,,1.139,1.259,9601
"INPEALSA",39.016361,-1.893944,1.099,,1.209,,4417
"INLOCOR S.L. ""CEPSA""",38.998111,-1.831611,1.199,0.849,1.269,1.399,4790
"CEPSA",39.015444,-1.871361,1.189,,1.249,1.379,13620
"LOS ANGELES DE LA MANCHA, S.L.",38.971722,-1.845278,1.175,,1.249,1.389,9546
"LOS ANGELES DE LA MANCHA",38.971778,-1.845306,1.175,,1.249,1.389,11297
"REPSOL",39.031528,-1.891361,1.199,,1.275,1.375,11087
"GMOIL",39.022139,-1.882056,1.019,,1.129,,13369
"FAST & GAS",39.009417,-1.885694,1.099,,1.189,,12763
"VALERO 24H",39.021583,-1.886556,1.089,,1.199,,13930
"E.S.",39.012472,-1.889417,1.059,,,,10129
"AB OIL",39.021778,-1.886278,1.109,,1.209,1.339,4413
"BENZINUM",39.060639,-1.836806,1.089,,1.219,,13852
"CEPSA",39.059806,-1.93325,1.204,,1.279,1.394,5173
"CEPSA",39.060528,-1.933056,1.199,,1.279,1.394,5174
"CEPSA",38.646833,-1.978917,1.189,0.796,1.264,,4794
"EL JUCAR",39.203167,-1.433222,1.179,,1.269,,8097
"REPSOL",38.808528,-2.327639,1.179,,1.249,1.369,5134
"CEPSA",38.859944,-1.08475,1.189,,1.264,,4788
"CEPSA",38.871556,-1.108,1.189,,1.264,,4798
"CEPSA",38.879167,-1.098889,1.189,,1.264,1.379,4872
"GASÓLEOS S. ALMANSA",38.874083,-1.089278,1.149,,,,11931
"CEPSA",38.878278,-1.143722,1.199,,1.269,1.384,4799
"SHELL",38.875028,-1.17575,1.193,,1.269,1.409,4383
"REPSOL",38.874583,-1.100528,1.179,,1.249,1.359,4877
"E.S. BALAZOTE S.L.",38.878028,-2.150639,1.179,0.855,1.229,,4396
"E.S. BARRAX S.L.",39.043139,-2.195139,1.179,0.855,1.229,1.395,4399
"COABA",39.051236,-2.192996,1.109,0.678,,,9254
"MEROIL",38.516417,-2.617667,1.1,,1.235,,11364
"REPSOL",38.875861,-1.3315,1.189,,1.265,1.365,5268
"REPSOL",38.876111,-1.331611,1.189,,1.265,1.365,5269
"CAMPSA",38.953361,-2.535056,1.179,0.856,1.249,1.389,5282
"GASOLINERAS DEL REY",39.100792,-1.560857,1.199,0.7,1.269,,4390
"CARMONED",39.283944,-1.477806,1.169,0.779,1.269,1.369,5204
"ES CAUDETE",38.68275,-0.946306,1.109,,1.249,1.349,4405
"PARGA I",38.727472,-0.943,1.179,,1.299,1.419,5142
"REPSOL",38.756417,-0.955833,1.189,0.852,1.265,1.365,4820
"GALP",38.708944,-0.982111,1.169,,1.245,1.406,5323
"BP OIL",38.728889,-0.939444,1.184,,1.229,1.416,9293
"TRANSPORTES CAUDETE",38.710861,-0.974778,1.099,0.793,,,12471
"REPSOL",38.937583,-1.758,1.189,,1.265,1.365,5170
"REPSOL",38.938611,-1.757611,1.189,,1.265,1.365,5171
"PETRONOR",38.915972,-1.726278,1.195,,1.265,1.385,5230
"REPSOL",38.803389,-1.731861,1.179,,1.249,1.373,5196
"CEPSA",38.921583,-1.583694,1.199,,1.279,,4786
"CEPSA",38.898306,-1.502806,1.199,,1.289,1.419,4800
"CAMPSA",38.451306,-2.044778,1.179,0.856,1.249,1.389,5255
"Nº 7374",38.689833,-1.433306,,0.699,1.279,1.399,4422
"ES SAN ANTONIOABAD. FUENTEALBILLA",39.269972,-1.548639,1.099,0.689,1.199,,4403
"CAMPSA",39.107667,-1.990194,1.179,,1.249,1.389,5237
"REPSOL",39.086278,-1.963944,1.199,,1.275,1.375,4841
"CEPSA",39.238111,-1.635111,1.199,,1.275,1.389,4789
"PETRONOR",38.641722,-1.844139,1.106,0.769,1.235,,5113
"GALP",38.46425,-1.596722,1.189,,1.269,1.399,10575
"BP",38.511222,-1.696972,1.189,,1.259,1.399,4423
"REPSOL",38.502889,-1.714556,1.179,,1.249,1.389,4806
"E.S. MADRIGUERAS ",38.526528,-1.708944,1.125,,,,10171
"CARBURANTES GARCIA LOZANO",38.528306,-1.706972,1.169,,1.229,,4869
"IDS",38.545111,-1.705389,1.22,,,,11142
"PETROGAS",38.532389,-1.694889,1.108,,1.208,,13229
"HELLIN GAS S.L.",38.495972,-1.636389,1.129,0.859,1.249,1.389,11181
"CEPSA",38.417306,-1.571667,1.189,,1.264,1.379,5312
"REPSOL",38.524444,-1.703056,1.179,,1.249,1.389,5135
"PETRONOR",38.506806,-1.687833,1.179,,1.249,1.389,4831
"REPSOL",38.491861,-1.741111,1.179,0.856,1.249,1.389,5163
"E.S. SIERRA DEL SEGURA",38.356556,-2.111056,1.162,0.812,1.247,1.37,4393
"E.S. VIRGEN DE LA CRUZ",38.948472,-2.354861,1.189,,1.279,,4371
"REPSOL",39.233056,-1.799472,1.179,0.861,1.249,1.389,5232
"E.S. MADRIGUERAS",39.226611,-1.800611,1.129,,1.239,,10983
"REPSOL",39.276056,-2.330333,1.189,0.809,1.269,1.399,5277
"MONTGASOLEOS",38.79725,-1.31675,1.109,,1.129,,9312
"LOS CORRALES",38.785917,-1.33025,1.169,,1.269,,5202
"INPEALSA",39.043806,-2.485028,1.109,,1.219,,5213
"CAMPSA",38.151167,-2.293444,1.169,0.851,1.249,1.389,5265
"COOPERATIVA SAN JOSE",38.609542,-1.508329,1.035,0.669,,,11340
"CAMPSA",38.622944,-1.497667,1.165,0.856,1.249,1.373,10619
"REPSOL",38.967167,-2.7515,1.179,0.856,1.249,1.389,5270
"E.S. LEDAÑA ",38.805278,-1.736389,1.109,,,,11977
"REPSOL",38.717556,-1.91075,1.199,0.785,1.279,,5238
"SAT SANTA CRUZ DE POZO LORENTE",39.081278,-1.512611,1.099,0.676,,,12334
"INLOCOR S.L.",38.804722,-2.098778,1.189,0.859,1.259,1.389,4410
"CEPSA",38.493528,-2.411444,1.189,,1.264,1.379,4793
"CANOIL",38.771194,-2.450028,1.159,,1.239,,4370
"GASPLAY",39.218389,-2.158028,1.079,,1.179,,13480
"CEPSA",39.212861,-2.171778,1.179,,1.269,1.384,11279
"REPSOL",39.201667,-2.149,1.179,,1.249,1.389,4894
"GALP",39.143972,-2.05125,1.199,,1.279,1.385,5317
"GALP",39.225,-2.186083,1.199,,1.279,1.385,5316
"CAMPSA",39.213722,-2.156667,1.179,,1.249,1.389,5162
"CASA JUANITO RESTAURANTE",39.212361,-2.171028,1.195,,1.272,,4891
"REPSOL",39.212972,-2.166444,1.199,,1.275,1.375,11427
"NAVARRO Y VALERO, S.L",38.331361,-1.981861,1.179,0.859,1.269,1.405,4392
"LA GAVIOTA GASOLINERAS",39.256194,-1.912194,1.039,,1.118,,12953
"REPSOL",39.25975,-1.911389,1.179,,1.249,,5284
"SAN ROQUE DE TOBARRA S. COOP. DE C-LM",38.603306,-1.694083,1.065,0.725,,,12786
"NTRA. SRA. DE LA ENCARNACION",38.601722,-1.680833,1.049,,1.139,,13778
"REPSOL",38.602278,-1.680917,1.189,0.855,1.269,1.409,5219
"E.S. TOBARRA",38.594639,-1.685417,1.159,,1.239,1.379,11399
"Nº 15.526",39.131944,-1.679528,1.189,0.799,1.259,1.38,4391
"REPSOL",39.366861,-1.592778,1.179,0.828,1.249,1.389,5258
"REPSOL",38.581722,-2.626222,1.189,0.879,1.289,1.399,4893
"ESTACIÓN DE SERVICIO AVENIDA DEL OESTE",39.27225,-2.617083,1.149,0.889,1.296,1.389,4368
"REPSOL",39.258778,-2.586778,1.194,,1.282,1.403,11797
"REPSOL",39.278222,-2.602028,1.139,0.789,1.249,1.379,5305
"CEPSA",39.261472,-2.599417,1.183,0.816,1.285,,4785
"GALP",39.272056,-2.594111,1.109,,1.229,,5327
"VEN Y VEN OIL",39.276944,-2.590028,1.109,,1.209,1.339,12015
"REPSOL",39.293722,-2.567139,1.179,,1.249,1.349,5167
"REPSOL",39.257528,-2.613778,1.179,0.857,1.249,1.349,5123
"BP OIL ESPAÑA, S.A.",39.277056,-2.591722,1.129,,1.239,1.379,11976
"CEPSA",39.205194,-2.708528,1.189,,1.264,1.379,12146
"CEPSA",39.198,-2.713722,1.189,0.889,1.265,1.38,5184
"CARREFOUR",39.285722,-2.579639,1.129,,1.229,1.369,4442
"CAMPSA",38.368278,-2.30225,,0.856,,,4439
"CEPSA",38.368667,-2.314667,1.189,,1.266,,4796
"GALP",38.408861,-0.599444,1.239,,1.333,1.449,11305
"GALP",38.406528,-0.599972,1.239,,1.333,1.449,11306
"PETRONOR",38.434417,-0.63725,1.189,0.866,1.289,,3683
"VALCARCE",38.429417,-0.66225,1.199,0.819,1.299,1.38,9478
"CEPSA",38.199389,-0.848833,1.169,0.834,1.265,,3565
"REPSOL",38.165222,-0.89475,1.179,0.849,1.289,1.409,3588
"REPSOL",38.199417,-0.848722,1.179,,1.289,1.409,3589
"REPSOL",38.175028,-0.854056,1.174,0.856,1.285,1.395,3692
"SHELL",38.688639,-0.479611,1.129,,1.239,1.379,9298
"MAS OIL ALICANTE",38.689083,-0.479694,1.109,,1.209,,13370
"GALP",38.695083,-0.477972,1.084,,1.194,1.334,3713
"GALP",38.683389,-0.471306,1.134,,1.244,1.384,3728
"REPSOL",38.70875,-0.472556,1.165,,1.285,1.425,11428
"REPSOL",38.714361,-0.462528,1.165,,1.285,1.425,3475
"PETRONOR",38.691889,-0.489611,1.165,,1.285,1.425,3586
"ARBIT",38.581361,-0.105389,1.168,,1.276,1.418,3623
"GALP",38.567722,-0.082972,1.164,,1.269,1.389,3733
"BP",38.058389,-0.746611,1.185,,1.285,1.427,11929
"CEPSA",38.339222,-0.998222,1.185,0.869,1.299,,3416
"TEXAS-OIL",38.462833,-0.470139,0.999,,1.189,1.329,3723
"REPSOL",38.351361,-0.487472,1.179,,1.299,,3643
"REPSOL",38.357,-0.47675,1.169,,1.289,,3673
"CEPSA",38.359278,-0.466972,1.179,,1.289,1.404,10940
"CEPSA",38.359667,-0.467361,1.179,,1.289,1.404,10941
"REPSOL",38.370222,-0.4975,1.165,,1.285,1.425,3550
"REPSOL",38.375333,-0.499444,1.165,,1.285,1.425,12283
"SHELL",38.374139,-0.506833,1.136,,1.249,1.389,8379
"REPSOL",38.376194,-0.508861,1.165,,1.285,1.425,3690
"GM OIL",38.377722,-0.504722,1.015,,1.125,,12649
"CEPSA",38.355528,-0.487889,1.179,,1.293,,3431
"REPSOL",38.364222,-0.494306,1.165,,1.285,,10245
"REPSOL",38.358556,-0.483944,1.169,,1.289,1.429,3593
"CEPSA",38.375111,-0.486944,1.179,,1.289,1.404,3421
"ALCAMPO",38.370694,-0.466806,1.015,,1.115,1.279,13283
"CEPSA",38.363639,-0.434556,1.179,,1.289,1.404,3417
"LA GOTETA",38.355389,-0.472306,1.179,,1.289,1.404,3580
"VISTAHERMOSA",38.375472,-0.453806,1.189,,1.289,1.431,3603
"GALP",38.37,-0.446667,1.189,,1.289,1.399,8300
"REPSOL",38.401,-0.47775,1.169,,1.285,1.425,3470
"CAMPSA",38.378083,-0.488194,1.165,,1.285,1.425,3695
"AVANZA",38.383583,-0.48975,1.059,,1.168,,13568
"PETROPRIX",38.376944,-0.499722,1.017,,1.127,,13585
"GASEXPRESS",38.375972,-0.498972,1.027,,1.137,,13572
"E.S. REJAS VERDES",38.370083,-0.486611,1.173,,1.274,1.399,10710
"FEROYL",38.385639,-0.449972,1.169,,1.269,1.399,13759
"REPSOL",38.38625,-0.447417,1.175,,1.295,1.415,3680
"REPSOL",38.344611,-0.522944,1.175,,1.279,1.419,11474
"PETROALACANT",38.34825,-0.555389,1.159,0.8,1.249,1.337,9191
"SHELL",38.345583,-0.517889,1.169,,1.254,1.394,9119
"CONFORT AUTO",38.344,-0.524194,1.165,,1.259,1.359,11716
"CEPSA",38.343611,-0.545111,1.179,,1.279,,3406
"PETRONOR",38.344944,-0.523167,1.175,,1.279,1.419,3684
"BALLENOIL",38.345056,-0.522278,1.099,,1.199,,13593
"PETROPRIX",38.303611,-0.521389,1.068,,1.168,,13584
"CEPSA",38.337778,-0.500389,1.179,,1.289,1.404,3412
"TAMOIL",38.335861,-0.512472,1.158,,1.258,1.358,3731
"GALP",38.330583,-0.5135,1.179,,1.279,1.399,3729
"GALP",38.34525,-0.520556,1.169,,1.259,1.359,3727
"GALP",38.337778,-0.523139,1.179,,1.269,1.369,3749
"PETRO ALACANT",38.344917,-0.518333,1.159,,1.249,1.337,12485
"CARREFOUR",38.340028,-0.51775,1.159,,1.249,,12961
"CEPSA",38.338611,-0.516,1.179,,1.289,1.404,9302
"CEPSA",38.344139,-0.538472,1.179,0.799,1.279,1.394,3446
"PETRONOR",38.342361,-0.607083,1.159,,1.285,1.425,3660
"REPSOL",38.411,-0.565972,1.129,,1.229,1.309,1893
"REPSOL",38.4115,-0.565444,1.189,,1.289,1.419,9455
"CEPSA",38.339667,-0.564806,,,,,12578
"ATALAYAS",38.338278,-0.566472,1.199,,1.299,,3453
"CEPSA",38.123556,-0.781806,1.179,0.809,1.279,1.394,3410
"CAMPSA EXPRESS",38.103833,-0.781472,1.145,,1.259,1.383,3514
"REPSOL",38.104778,-0.797083,1.189,0.859,1.299,1.419,9717
"GALP",38.115139,-0.78875,1.145,,1.249,1.339,3721
"LAS MAROMAS",38.099361,-0.796528,1.139,0.809,1.239,1.339,9613
"GALP",38.593222,-0.054917,1.149,,1.259,1.389,3712
"REPSOL",38.586556,-0.064694,1.185,,1.295,1.425,3517
"REPSOL",38.605917,-0.078472,1.185,,1.295,1.425,3484
"REPSOL",38.604722,-0.048611,1.185,,1.295,1.425,3402
"CEPSA ELF",38.62675,-0.0385,1.189,,1.293,1.408,3444
"CONFORT AUTO",38.358167,-0.770917,1.159,,1.259,1.379,11718
"BP",38.325917,-0.767139,1.179,,1.299,1.399,10582
"MARTI SERRA, S.A.",38.3555,-0.772833,1.119,,1.219,,3649
"REPSOL",38.336722,-0.774111,1.185,0.879,1.289,1.419,3542
"LEVANTINA",38.356139,-0.770417,1.179,,1.289,,11522
"CEPSA ESPAÑA S.A.",38.354028,-0.772639,1.189,,1.289,1.404,1943
"GALP ",38.356306,-0.772361,1.099,,1.219,,12853
"BAÑERES",38.720111,-0.671194,1.099,,1.199,1.259,3663
"REPSOL",38.715917,-0.664056,1.179,,1.309,,3405
"ESTACIONES DE SERVICIO DIEGO S.L.",38.698,-0.771194,1.059,0.689,1.179,1.25,10302
"COOPERATIVA DIVINA AURORA",38.701889,-0.76775,1.109,0.729,1.199,,1907
"REPSOL",38.076944,-0.843056,1.199,0.849,1.309,1.349,3574
"BP BENIDORM",38.544194,-0.11925,1.189,,1.299,1.441,3632
"GALP",38.533639,-0.16225,1.154,,1.259,1.379,3716
"GALP",38.557694,-0.1015,1.164,,1.269,1.389,3429
"GALP",38.558056,-0.101917,1.164,,1.269,1.389,3430
"REPSOL",38.559583,-0.134444,1.185,,1.305,1.435,11766
"EUROBENIDORM",38.543139,-0.102722,1.189,,1.299,1.441,3598
"LA ISLETA",38.541722,-0.134139,1.189,,1.299,1.441,1896
"(SIN RÓTULO)",38.698833,-0.386472,1.159,0.849,1.279,,1892
"REPSOL",38.713389,0.046556,1.179,,1.295,,3526
"ROSELLO",38.718611,0.059389,1.104,,1.216,,13579
"GASEXPRESS",38.677722,0.105778,1.109,,1.229,,13780
"MASOIL",38.719222,0.060556,1.119,,1.229,,13381
"MEROIL",38.726757,0.076579,1.139,,1.249,1.439,3393
"BP",38.718139,0.060194,1.179,,1.298,1.441,8795
"(SIN RÓTULO)",38.738972,0.152139,1.129,,1.239,1.379,8349
"REPSOL",38.630583,-0.786556,1.189,0.819,1.319,1.439,3458
"CEPSA",38.059194,-0.885222,1.179,,1.289,1.409,3445
"BIGASOIL",38.059056,-0.884611,1.069,,1.199,,13879
"ATLANTIS EXPRESS",38.477806,-0.424194,1.159,,1.259,,13006
"PETRONOR",38.143139,-0.927583,1.189,,1.285,1.415,3575
"REPSOL",38.125694,-0.867333,1.179,,1.279,1.399,12442
"BP OIL ESPAÑA, S.A.U.",38.12775,-0.861861,1.179,,1.279,1.399,12401
"REPSOL",38.6495,-0.121194,1.198,0.862,1.314,1.419,3669
"GASEXPRESS",38.646306,0.04175,1.069,,1.179,,13667
"REPSOL",38.645444,0.050278,1.182,,1.298,1.441,3512
"AUTOFUEL LOW COST",38.64575,0.051139,1.069,,1.179,,13958
"CALPE AUTOMOCION",38.653028,0.037306,1.179,,1.298,1.441,3639
"CALPE AUTOMOCION II",38.652972,0.037806,1.109,,1.219,1.399,9245
"SARAS ENERGIA ",38.646306,0.040556,1.109,,1.249,1.423,1960
"CAMPELLO-LA GOTETA 2",38.424083,-0.401389,1.179,,1.289,1.399,3665
"REPSOL-RIO SECO",38.424639,-0.406444,1.179,,1.289,,3570
"SHELL",38.430639,-0.399389,1.183,,1.289,1.409,9651
"GALP",38.418806,-0.393167,1.159,,1.259,1.339,1941
"PETRONOR",38.450167,-0.373611,1.175,,1.289,1.389,3567
"REPSOL",38.450278,-0.374361,1.175,,1.289,1.389,3568
"REPSOL",38.600944,-0.669611,1.179,,1.285,1.425,3675
"REPSOL",38.57825,-0.654917,1.189,0.819,1.295,1.425,11545
"SANTA AGUEDA",38.148111,-0.828444,1.199,0.889,1.299,1.399,10306
"BRIOGAS",38.167583,-0.803306,1.179,0.729,1.279,1.339,1914
"RED ACME",38.717889,-0.45775,1.169,,1.269,1.399,3476
"GALP",38.715167,-0.463167,1.084,,1.194,,3714
"GALP",38.715472,-0.463639,1.134,,1.244,1.384,3715
"REPSOL",38.738722,-0.439694,1.165,,1.285,1.425,3647
"CARREFOUR",38.730639,-0.443278,1.149,,1.249,1.429,11117
"SHELL",38.733333,-0.441806,1.099,,1.199,,13901
"PEPE RAMON",38.141528,-0.899639,1.149,,,,10090
"REPSOL",38.147139,-0.889278,1.185,,1.279,1.409,3577
"E.S.BOCH",38.250861,-0.782583,1.169,,1.279,1.399,10313
"REPSOL",38.233111,-0.791083,1.174,,1.285,1.395,3478
"REPSOL",38.196472,-0.812333,1.175,,1.295,1.405,3700
"REPSOL",38.193028,-0.812639,1.175,,1.295,1.405,3701
"H.C.",38.231556,-0.81975,1.169,,1.279,,3686
"MOSCARDÓ",38.248694,-0.797861,1.169,,1.279,1.399,8346
"MOSCARDÓ",38.249167,-0.798056,1.169,0.854,1.279,1.399,8347
"REPSOL",38.227222,-0.822528,1.175,0.856,1.279,1.399,3668
"CEPSA",38.244333,-0.797861,1.174,,1.279,1.395,10728
"REPSOL COMERCIAL",38.835694,0.09375,1.179,,1.29,,12469
"SHELL",38.834083,0.113222,1.119,,1.228,,13558
"BP",38.832667,0.102111,1.189,,1.299,1.405,13036
"MOSCARDÓ",38.848333,0.099722,1.199,,1.299,1.399,8348
"REPSOL",38.839583,0.098194,1.185,,1.295,1.405,3541
"GALP",38.839,0.094417,1.139,,1.249,1.409,3725
"SARAS ENERGIA ",38.836917,0.095056,1.129,,1.259,1.379,1957
"TECKMAR",38.837306,0.084556,1.118,,1.228,,13231
"MAYAYO",38.131278,-0.775194,1.149,0.769,1.249,1.329,1895
"REPSOL",38.139722,-0.774889,1.184,,1.284,1.419,3518
"CEPSA",38.140889,-0.748556,1.179,0.809,1.279,1.394,3438
"CEPSA",38.2725,-0.690833,1.187,,1.3,1.429,1880
"REPSOL",38.269472,-0.682194,1.175,,1.299,1.439,3621
"SHELL",38.298056,-0.614472,1.199,,1.309,1.435,8306
"CONFORT AUTO",38.296528,-0.614861,1.169,,1.275,1.395,11715
"NUEVA MULTI LC",38.297111,-0.615389,1.129,,1.239,,10312
"BETA ",38.269944,-0.67075,1.189,,1.319,1.435,3562
"GALP",38.278972,-0.719639,1.175,,1.295,1.426,3726
"ABIERTO (SERVICIO ATENDIDO)",38.29325,-0.675417,1.175,,1.289,1.429,1882
"LA GALIA (HNOS AZORIN)",38.283139,-0.684083,1.186,,1.297,1.44,3615
"BP",38.264139,-0.72375,1.186,,1.297,1.44,12276
"CEPSA",38.258694,-0.734333,1.129,,1.229,1.344,3709
"EROSKI",38.263222,-0.721917,1.085,,1.195,1.3,1947
"CARREFOUR",38.258583,-0.73025,1.149,,1.269,1.439,11118
"EL CANARI",38.263583,-0.7235,1.065,,1.175,,13600
"E.S. PLUSOIL",38.261528,-0.718056,1.08,,1.189,,13648
"GASOLINERA D'ELX",38.261444,-0.717444,1.087,,1.197,,13870
"GALP",38.260389,-0.71825,1.179,,1.289,1.429,3748
"REPSOL",38.251028,-0.698306,1.175,,1.285,1.425,3685
"REPSOL",38.257917,-0.678278,1.179,,1.295,1.425,3691
"REPSOL",38.278306,-0.716694,1.175,,1.285,1.425,3555
"GALP",38.282778,-0.721944,1.179,,1.289,1.429,9392
"GASOLINERA D'ELX",38.277806,-0.718417,1.087,,1.197,1.3,12301
"PETROPRIX",38.283917,-0.714278,1.068,,1.168,,13586
"REPSOL",38.300917,-0.740722,1.175,,1.285,,3466
"SHELL",38.2525,-0.703056,1.175,,1.264,1.404,1935
"GALP",38.261861,-0.708806,1.179,,1.289,1.429,3742
"GALP",38.307972,-0.60625,1.185,,1.295,1.395,8304
"GALP",38.309528,-0.605694,1.185,,1.305,1.395,8305
"PETRONOR",38.29175,-0.592472,1.199,0.849,1.305,1.445,9649
"REPSOL",38.286861,-0.614667,1.185,,1.305,1.445,3539
"REPSOL",38.276,-0.538778,1.209,,1.319,1.449,3552
"FTH",38.278861,-0.562944,1.189,,1.299,1.439,3483
"PETROALACANT",38.287472,-0.563472,1.195,0.849,,,12652
"REPSOL",38.244861,-0.644583,1.184,,1.284,1.419,3571
"MARINA DE LA PLANA",38.143611,-0.664417,1.189,,1.299,1.439,10503
"CEPSA",38.216611,-0.761417,1.189,0.796,1.289,,11840
